       18.60        12.99545         0.00002         0.00000        92.00458         0.00000
       18.80        12.99545         0.00002         0.00000        92.00458         0.00000
       19.00        12.99545         0.00002         0.00000        92.00458         0.00000
       19.20        12.99545         0.00002         0.00000        92.00458         0.00000
       19.40        12.99545         0.00002         0.00000        92.00458         0.00000
       19.60        12.99545         0.00002         0.00000        92.00458         0.00000
       19.80        12.99545         0.00002         0.00000        92.00458         0.00000
       20.00        12.99545         0.00002         0.00000        92.00458         0.00000
       20.20        12.99545         0.00002         0.00000        92.00458         0.00000
       20.40        12.99545         0.00002         0.00000        92.00458         0.00000
       20.60        12.99545         0.00002         0.00000        92.00458         0.00000
       20.80        12.99545         0.00002         0.00000        92.00458         0.00000
       21.00        12.99545         0.00002         0.00000        92.00458         0.00000
       21.20        12.99545         0.00002         0.00000        92.00458         0.00000
       21.40        12.99545         0.00002         0.00000        92.00458         0.00000
       21.60        12.99545         0.00002         0.00000        92.00458         0.00000
       21.80        12.99545         0.00002         0.00000        92.00458         0.00000
       22.00        12.99545         0.00002         0.00000        92.00458         0.00000
       22.20        12.99545         0.00002         0.00000        92.00458         0.00000
       22.40        12.99545         0.00002         0.00000        92.00458         0.00000
       22.60        12.99545         0.00002         0.00000        92.00458         0.00000
       22.80        12.99545         0.00002         0.00000        92.00458         0.00000
       23.00        12.99545         0.00002         0.00000        92.00458         0.00000
       23.20        12.99545         0.00002         0.00000        92.00458         0.00000
       23.40        12.99545         0.00002         0.00000        92.00458         0.00000
       23.60        12.99545         0.00002         0.00000        92.00458         0.00000
       23.80        12.99545         0.00002         0.00000        92.00458         0.00000
       24.00        12.99545         0.00002         0.00000        92.00458         0.00000
       24.20        12.99545         0.00002         0.00000        92.00458         0.00000
       24.40        12.99545         0.00002         0.00000        92.00458         0.00000
       24.60        12.99545         0.00002         0.00000        92.00458         0.00000
       24.80        12.99545         0.00002         0.00000        92.00458         0.00000
       25.00        12.99545         0.00002         0.00000        92.00458         0.00000
       25.20        12.99545         0.00002         0.00000        92.00458         0.00000
       25.40        12.99545         0.00002         0.00000        92.00458         0.00000
       25.60        12.99545         0.00002         0.00000        92.00458         0.00000
       25.80        12.99545         0.00002         0.00000        92.00458         0.00000
       26.00        12.99545         0.00002         0.00000        92.00458         0.00000
       26.20        12.99545         0.00002         0.00000        92.00458         0.00000
       26.40        12.99545         0.00002         0.00000        92.00458         0.00000
       26.60        12.99545         0.00002         0.00000        92.00458         0.00000
       26.80        12.99545         0.00002         0.00000        92.00458         0.00000
       27.00        12.99545         0.00002         0.00000        92.00458         0.00000
       27.20        12.99545         0.00002         0.00000        92.00458         0.00000
       27.40        12.99545         0.00002         0.00000        92.00458         0.00000
       27.60        12.99545         0.00002         0.00000        92.00458         0.00000
       27.80        12.99545         0.00002         0.00000        92.00458         0.00000
       28.00        12.99545         0.00002         0.00000        92.00458         0.00000
